Gene	log2FC	P.Value	adj.P.Val	n
ENSG00000011201	-1.66231852040159	0.00033562568628661	0.0525839738343491	18
ENSG00000099139	0.638526341684747	0.000337428872537981	0.0525839738343491	18
ENSG00000254681	-4.07477626124487	0.000340530675895502	0.052659139827133	18
ENSG00000111859	0.925428444545424	0.000353068393774484	0.0541811749622019	18
ENSG00000204604	0.393264012757904	0.000358955334759573	0.054667265868725	18
ENSG00000083799	-0.415999074408547	0.000368001372841738	0.0556235458514095	18
ENSG00000111536	3.54857929979493	0.000400740352875726	0.0601200247303038	18
ENSG00000260604	1.50173007172682	0.00040921641860634	0.0609368715795796	18
ENSG00000198768	-2.04098143253083	0.000419236756648603	0.0617811277819051	18
ENSG00000124749	2.04913352545144	0.000424917705538658	0.0617811277819051	18
ENSG00000198964	0.413521929519078	0.00042687249923542	0.0617811277819051	18
ENSG00000126500	1.19787068306369	0.000427178866919604	0.0617811277819051	18
ENSG00000253139	2.194383731812	0.000430861861553807	0.0618686857344013	18
ENSG00000172061	-1.49840331203884	0.00047535394464492	0.0677733358099066	18
ENSG00000163703	-0.928920352842139	0.000493280054667989	0.0698304495835628	18
ENSG00000116791	-0.917372925490623	0.000503635422457226	0.0698304495835628	18
ENSG00000142856	-0.600241002640873	0.000511723618999951	0.0698304495835628	18
ENSG00000166510	-1.98524162333099	0.000512096110020321	0.0698304495835628	18
ENSG00000182568	-0.364505652539803	0.000513008201543561	0.0698304495835628	18
ENSG00000196876	0.8348023466657	0.0005137655728715	0.0698304495835628	18
ENSG00000231290	-1.88134608282781	0.00051409772364161	0.0698304495835628	18
ENSG00000253716	-0.584012969535617	0.000521191660526414	0.0703188990037752	18
ENSG00000117602	0.680691572891862	0.000552734158141391	0.0738649035179736	18
ENSG00000064205	-1.5162221015911	0.000556495721235054	0.0738649035179736	18
ENSG00000133105	-6.49008733607105	0.000558497007149778	0.0738649035179736	18
ENSG00000248441	3.32462812261475	0.000579022391224784	0.0755362006530131	18
ENSG00000156414	1.18627536859502	0.000581464500931683	0.0755362006530131	18
ENSG00000096696	1.09309692670019	0.000582406163319755	0.0755362006530131	18
ENSG00000095303	1.67103776311521	0.000594110431549516	0.0765602692656405	18
ENSG00000135821	-0.734824957199576	0.000609072754528731	0.0779884686897521	18
ENSG00000221818	0.837630793069631	0.000624779646439146	0.0786944087094881	18
ENSG00000124302	2.67764504153696	0.000625264558001573	0.0786944087094881	18
ENSG00000119698	-2.74381476100138	0.000626329671865796	0.0786944087094881	18
ENSG00000210196	-0.48920467596275	0.000660502137987756	0.0818127337967004	18
ENSG00000111252	0.40684836748993	0.000662450639547954	0.0818127337967004	18
ENSG00000204131	1.6284146993531	0.000667524968154703	0.0818127337967004	18
ENSG00000078725	-2.48877509564227	0.000668319068566669	0.0818127337967004	18
ENSG00000106819	2.20856124258777	0.000671646879544965	0.0818127337967004	18
ENSG00000174912	-2.24982978168909	0.000677292373855559	0.0818127337967004	18
ENSG00000168405	1.09849829490974	0.000679636200768491	0.0818127337967004	18
ENSG00000186479	-2.12527863837867	0.000693183837363264	0.0829401689280236	18
ENSG00000227258	-2.25333973903766	0.000697253571548326	0.0829401689280236	18
ENSG00000120742	0.250089853107327	0.000715342400495943	0.084591342806882	18
ENSG00000179979	0.863136580802736	0.000731120083532247	0.0858839042294623	18
ENSG00000188295	1.24415115147802	0.000734817267446029	0.0858839042294623	18
ENSG00000196204	0.336400734161656	0.000761116327569344	0.0884434770700955	18
ENSG00000067715	-4.73800361134267	0.000767087758299303	0.0886250873855798	18
ENSG00000102678	-1.57987056588161	0.000817593334965988	0.0939204503589787	18
ENSG00000145423	-2.10942657399355	0.000836449864545408	0.0946370550242571	18
ENSG00000164669	2.6800794265977	0.000839108202477527	0.0946370550242571	18
ENSG00000188933	2.56030151366616	0.000840238590914902	0.0946370550242571	18
ENSG00000185245	0.516642136679191	0.00084912433428902	0.0946370550242571	18
ENSG00000091879	-2.10041897173819	0.000851943598221741	0.0946370550242571	18
ENSG00000228914	2.82652004382468	0.000852077150643712	0.0946370550242571	18
ENSG00000231419	-2.6773537094454	0.000862199558952172	0.0950448696758821	18
ENSG00000237917	1.78556010277622	0.000865204753056083	0.0950448696758821	18
ENSG00000183323	0.468232228357356	0.000887878529387876	0.0970055547624156	18
ENSG00000188321	0.432419373812931	0.000910256776329802	0.0989129295922055	18
ENSG00000144891	1.0463517323449	0.000925049727858607	0.0998317570282622	18
ENSG00000261239	-2.84788338718414	0.0009286444095053	0.0998317570282622	18
ENSG00000173809	-1.53170696351687	0.000937106097643943	0.100205552558171	18
ENSG00000266891	-3.60935703838642	0.000950367430693315	0.101085907191681	18
ENSG00000197134	-1.15882332065768	0.000961290063258657	0.101709548114151	18
ENSG00000253570	-2.81958740752705	0.000972078568550067	0.102312541694042	18
ENSG00000173295	0.914072571605874	0.000983008716127054	0.10292408448074	18
ENSG00000146966	1.26547260029942	0.00104137418781491	0.108470182889342	18
ENSG00000116679	-0.284939884300213	0.00104969352421961	0.108773138749416	18
ENSG00000277954	1.44781255464411	0.00105525280998522	0.108788447380169	18
ENSG00000134533	-1.07632997529311	0.00106963129306671	0.109460278004845	18
ENSG00000249992	0.725766727483547	0.00107265954170792	0.109460278004845	18
ENSG00000253293	-0.38115732930331	0.00108420884766343	0.110080052851404	18
ENSG00000143494	-1.24799011965463	0.00110448384152118	0.111182125899529	18
ENSG00000198108	0.342494466519394	0.00110612471670427	0.111182125899529	18
ENSG00000049449	0.488674078846439	0.00117014479353724	0.117031944201389	18
ENSG00000043591	-3.13429093694596	0.00119185486859065	0.118613160511276	18
ENSG00000124151	0.557526364709557	0.00121253417394355	0.119865995808025	18
ENSG00000132259	-2.47078586638544	0.00121636885762509	0.119865995808025	18
ENSG00000069011	-1.94510103947344	0.00123619025274855	0.121225037321971	18
ENSG00000227113	-2.66913914780846	0.0012459486337937	0.121283144536851	18
ENSG00000165495	0.932891575413556	0.00124884897374163	0.121283144536851	18
ENSG00000139304	1.38026467430038	0.00128660382963081	0.124349023014751	18
ENSG00000164978	-0.3760339152482	0.00130832509958462	0.125843346779664	18
ENSG00000180287	-3.60838584473049	0.00133947616674786	0.128226139905392	18
ENSG00000273295	1.0547130712602	0.00134608143852052	0.12824774956672	18
ENSG00000198732	-1.49771001738156	0.00136611605718498	0.129542599516933	18
ENSG00000173226	0.477618892294046	0.00140124976686504	0.132062961765349	18
ENSG00000233369	0.515091519095954	0.00140583364760407	0.132062961765349	18
ENSG00000125355	1.58527115186827	0.00143047009396411	0.133752280460282	18
ENSG00000261770	-1.026526724086	0.0014488825398908	0.134846693052892	18
ENSG00000132879	-0.555785599031893	0.00147047451518319	0.136225572252201	18
ENSG00000220884	1.79064115254763	0.00150412328544669	0.138495740844001	18
ENSG00000034053	1.0448766929584	0.00150875825721715	0.138495740844001	18
ENSG00000130222	-1.40122684565349	0.00153770176848407	0.140401098359259	18
ENSG00000111262	1.78467315566476	0.00154348319839806	0.140401098359259	18
ENSG00000136371	0.683410823371542	0.00156177415688023	0.141424981422357	18
ENSG00000156920	2.07966171387283	0.0015790463834159	0.142347845048474	18
ENSG00000204936	6.40748894402401	0.00160649600258647	0.144175844374981	18
ENSG00000158825	-1.88098841606559	0.00165954555452398	0.148274863478203	18
ENSG00000082497	1.63738273688944	0.00170229133276428	0.151021426634029	18
ENSG00000184923	-1.68542810570876	0.00170531084146269	0.151021426634029	18
ENSG00000270015	-0.512673879292468	0.0017234536195013	0.151958719793135	18
ENSG00000160321	-1.94992851235355	0.00174579329108216	0.153256255592247	18
ENSG00000118515	-1.45465915173464	0.00177467030697529	0.155113900787496	18
ENSG00000214872	2.59659953740702	0.00180604113202887	0.157172488645785	18
ENSG00000145819	0.608353127275782	0.00182246682641151	0.157446550848597	18
ENSG00000138316	1.76591807819306	0.00182485431765026	0.157446550848597	18
ENSG00000234176	-2.29406503709159	0.00186539895362586	0.159427460206778	18
ENSG00000121898	-2.79708083806101	0.00187290179467571	0.159427460206778	18
ENSG00000141519	-0.427017633047411	0.00187789741225041	0.159427460206778	18
ENSG00000206052	0.582397265342275	0.00188114986287152	0.159427460206778	18
ENSG00000137872	-0.904974759602052	0.00188746632488749	0.159427460206778	18
ENSG00000188372	-1.47741729327887	0.00191538691873954	0.161108883796741	18
ENSG00000162636	0.432278163499054	0.00193533872817485	0.162108810218746	18
ENSG00000138944	-1.60507472426717	0.00201375831905259	0.167977524846117	18
ENSG00000221866	0.507013106757793	0.00211625974035873	0.175171190090883	18
ENSG00000269970	2.1541406380358	0.00212342823423497	0.175171190090883	18
ENSG00000142910	1.56578794132963	0.00212647908713078	0.175171190090883	18
ENSG00000255727	-2.69523903186984	0.00215742583342173	0.175171190090883	18
ENSG00000134463	0.943286020797472	0.00216121953021087	0.175171190090883	18
ENSG00000271239	-3.06653689710773	0.00216486300985273	0.175171190090883	18
ENSG00000046889	1.83583879820034	0.00217394098460081	0.175171190090883	18
ENSG00000254602	1.34712445519317	0.00217786845712232	0.175171190090883	18
ENSG00000148053	1.99864498169832	0.00218681754191291	0.175171190090883	18
ENSG00000005108	-2.01577638781663	0.00219246851361993	0.175171190090883	18
ENSG00000259495	-2.3754352613864	0.00220660450857462	0.175171190090883	18
ENSG00000140807	1.36296897090658	0.00221312385774726	0.175171190090883	18
ENSG00000171051	-1.16316803407141	0.00222231151703507	0.175171190090883	18
ENSG00000215246	1.03278749391999	0.00223229746029163	0.175171190090883	18
ENSG00000268223	-2.29403507759605	0.002234445046727	0.175171190090883	18
ENSG00000232284	0.725964471526672	0.0022470664223959	0.175171190090883	18
ENSG00000006432	-1.71281932922488	0.00225654944457124	0.175171190090883	18
ENSG00000182541	-0.493652580220019	0.00225684416423114	0.175171190090883	18
ENSG00000169302	1.80787805211183	0.00228130481654587	0.176283257088874	18
ENSG00000181072	-3.97207479133454	0.00228870965031071	0.176283257088874	18
ENSG00000183778	-4.11387909827191	0.00230162617782547	0.176601492568036	18
ENSG00000128641	0.526571511813694	0.00231727774878426	0.177126367238821	18
ENSG00000137193	0.760904036580261	0.00234302657705286	0.178071490715273	18
ENSG00000257671	1.54126314043509	0.0023473583564417	0.178071490715273	18
ENSG00000185304	2.8832375750436	0.00239843196726663	NA	18
ENSG00000235531	0.637803032205182	0.00243216283641949	0.183687485253782	18
ENSG00000175395	0.370887714859356	0.00243966366028751	0.183687485253782	18
ENSG00000087116	0.556114929398874	0.00248217085917286	0.186190599932657	18
ENSG00000112319	-1.95824910018318	0.00249494638312593	0.18645318639398	18
ENSG00000259846	-2.91014568804517	0.00251664445003862	0.187165133183013	18
ENSG00000168528	1.04900063932736	0.00252483379475402	0.187165133183013	18
ENSG00000118113	-1.96460415768803	0.00253538612813274	0.187165133183013	18
ENSG00000275367	1.52083316833026	0.00254171423961411	0.187165133183013	18
ENSG00000157782	2.05750058158123	0.00255554619286413	0.187496879982291	18
ENSG00000027075	1.0107424476563	0.00259104063305173	0.18940978125905	18
ENSG00000159433	0.656987311707009	0.0026078900108478	0.189909109423351	18
ENSG00000223825	-0.733182503799411	0.00261676482665613	0.189909109423351	18
ENSG00000188312	-0.484505612530813	0.0026386872030471	0.190811254830417	18
ENSG00000165379	-2.21343097328417	0.00265846559718855	0.191552451255489	18
ENSG00000246273	1.12053966744735	0.00270643127430535	0.193174764704854	18
ENSG00000111305	1.28719539085679	0.00271759081430674	0.193174764704854	18
ENSG00000157064	0.8024642837121	0.00272139696709635	0.193174764704854	18
ENSG00000118689	0.395202059840733	0.00272638710391685	0.193174764704854	18
ENSG00000198369	0.442719295365614	0.00272902716888914	0.193174764704854	18
ENSG00000150667	0.918455110119857	0.00276044572363347	0.194713124148083	18
ENSG00000125398	-1.02318847996995	0.00278493583310515	0.195224919686127	18
ENSG00000169129	3.01226746573987	0.00278712390936271	0.195224919686127	18
ENSG00000139289	0.534242897144396	0.00280852617166114	0.196040977878139	18
ENSG00000227354	0.746296272175155	0.00281958126077259	0.196131633513188	18
ENSG00000110076	1.18418223901659	0.00285779421636002	0.19810426597064	18
ENSG00000161800	-0.449114132387741	0.00287294454917298	0.1982404499759	18
ENSG00000226266	1.18567552713892	0.00287948124125567	0.1982404499759	18
ENSG00000154783	1.60696242622382	0.00294465242104198	0.201421437031954	18
ENSG00000271584	1.37385723528401	0.00294572464246105	0.201421437031954	18
ENSG00000261105	-1.46001973675942	0.00297816403933564	0.202783305659449	18
ENSG00000197892	-0.656537786674761	0.00298581597150658	0.202783305659449	18
ENSG00000146376	-0.519434908096114	0.00302353387119875	0.204322896058692	18
ENSG00000142156	0.479749161538	0.00302881276553202	0.204322896058692	18
ENSG00000173210	0.534404336471402	0.00304028180795066	0.204410652793419	18
ENSG00000186642	1.21035631771878	0.00305994731188872	0.205047069369663	18
ENSG00000110002	-0.563673028187786	0.00307709114456212	0.205510841458911	18
ENSG00000203709	-0.710292794486693	0.0031234466740923	0.207574792691389	18
ENSG00000114670	0.389479592878722	0.0031383772109309	0.207574792691389	18
ENSG00000214900	1.09395256582267	0.00314586655649122	0.207574792691389	18
ENSG00000162769	-1.03936631849688	0.00315638636153891	0.207574792691389	18
ENSG00000176731	-0.43350804175289	0.00315962227346988	0.207574792691389	18
ENSG00000112218	1.17061997029884	0.00317753024662632	0.207902129558417	18
ENSG00000143674	1.44270397573915	0.00318528855912016	0.207902129558417	18
ENSG00000279805	1.49036362468637	0.00321365252717018	0.208486240593837	18
ENSG00000089472	-1.25135582540457	0.00321497958434509	0.208486240593837	18
ENSG00000240583	1.79059877037481	0.00325253030509796	0.21024314058966	18
ENSG00000133816	0.950663698740165	0.0032679707103788	0.210564151252388	18
ENSG00000170615	1.61312905912132	0.00330139093705637	0.212037897788001	18
ENSG00000143429	0.919526686629335	0.00331330013289814	0.21212507188424	18
ENSG00000224914	-0.825818872032797	0.00333668683439558	0.212944175974141	18
ENSG00000083290	0.310445763244284	0.00353776834243158	0.225062522113614	18
ENSG00000130787	-0.61045242144151	0.00356623250647873	0.226157640623792	18
ENSG00000119318	0.345888228549188	0.00359345968886538	0.2267213551595	18
ENSG00000134809	-0.45726061629655	0.00359767757528132	0.2267213551595	18
ENSG00000150760	0.391366443913134	0.0036846948747354	0.231479440833768	18
ENSG00000177822	0.474607892641326	0.0037506670721514	0.234889907013893	18
ENSG00000133216	-0.751613556109517	0.00381998070070108	0.238487801323584	18
ENSG00000173406	0.995601963295495	0.00383992500077043	0.23899075012535	18
ENSG00000150782	1.88194552173641	0.00386249130229228	0.239653279783894	18
ENSG00000132692	-2.66904800421959	0.00390393291995568	NA	18
ENSG00000146833	0.276211538451261	0.00402571154337885	0.248330960433092	18
ENSG00000108523	-0.304355195784252	0.00402705532016057	0.248330960433092	18
ENSG00000133704	-0.235675539253447	0.00406982180040165	0.249865654638304	18
ENSG00000205835	-1.7882198491566	0.00407680120983752	0.249865654638304	18
ENSG00000087589	1.03163252858594	0.00414826121845729	0.253374800003026	18
ENSG00000188000	-2.4410237488944	0.00417614728213363	0.253374800003026	18
ENSG00000084674	0.92947043183371	0.0041848171761104	0.253374800003026	18
ENSG00000104901	1.90318538233377	0.00418868351614222	0.253374800003026	18
ENSG00000165966	-1.97094365489729	0.00419707548132158	0.253374800003026	18
ENSG00000166839	0.901654584190456	0.00423984213512312	0.255190258809521	18
ENSG00000176490	-0.402817331933606	0.00426480632729677	0.255926571933275	18
ENSG00000164292	0.493246806481192	0.00434923810884859	0.260216469351736	18
ENSG00000137767	0.781212887135593	0.00437832914314918	0.261179675859727	18
ENSG00000279118	-0.620052796658438	0.00443788464150286	0.26303193201745	18
ENSG00000165476	0.29865705950591	0.00443867266631351	0.26303193201745	18
ENSG00000137393	1.00953020330565	0.00444863238750101	0.26303193201745	18
ENSG00000110455	-0.55892889936659	0.00447287038910043	0.263195975648637	18
ENSG00000153993	0.927038422672608	0.00447759158691906	0.263195975648637	18
ENSG00000234093	2.7337313363324	0.00457621198971739	NA	18
ENSG00000171385	0.871313592219388	0.00460174057152187	0.269704929181645	18
ENSG00000260822	-0.815213894663144	0.00464248246186346	0.271301816659422	18
ENSG00000281344	-1.33932320083429	0.00466047520063189	0.271563863647254	18
ENSG00000227008	0.865074070242312	0.00467582944217527	0.271671096173554	18
ENSG00000231760	-2.18729406989509	0.00473884594591787	0.274538962682383	18
ENSG00000272662	-2.7600075095366	0.0047900500383648	NA	18
ENSG00000276256	-1.31415094510161	0.00480972534344381	0.277844564882905	18
ENSG00000133477	-2.73046018841807	0.00484702505341794	NA	18
ENSG00000164764	1.45024864743051	0.00487386574909154	0.280743046286497	18
ENSG00000100197	-1.2710900178215	0.0048956184835954	0.281190338216338	18
ENSG00000226819	-3.35801312150524	0.00490987821116483	0.281205930709534	18
ENSG00000233621	-0.615045869425891	0.00493298021726704	0.281726424169657	18
ENSG00000186377	1.72175494568054	0.00497065831580384	0.282700142895947	18
ENSG00000154898	1.73182572720695	0.00498147658689668	0.282700142895947	18
ENSG00000116761	0.453651501682836	0.00501114125228082	0.282700142895947	18
ENSG00000143839	1.8108266930382	0.00501505558259609	0.282700142895947	18
ENSG00000196436	2.05193210528465	0.00502034278534811	0.282700142895947	18
ENSG00000261189	0.769294686786349	0.00506813607091763	0.284594244228093	18
ENSG00000235618	-1.51222026722041	0.00509182124160919	0.285098512126944	18
ENSG00000175785	-1.82629972018777	0.00510547999630402	0.285098512126944	18
ENSG00000163521	-0.655951197949333	0.00519035037624689	0.288493170693709	18
ENSG00000231806	2.49968211854877	0.00519497228230229	0.288493170693709	18
ENSG00000197415	0.945925514382119	0.00521741418342841	0.288500104060153	18
ENSG00000196381	0.584751389936417	0.00522379932735888	0.288500104060153	18
ENSG00000206149	-0.504243451804199	0.00529075001567867	0.29122149975506	18
ENSG00000148803	1.05724590141513	0.00530204789883858	0.29122149975506	18
ENSG00000138606	-1.23982139936975	0.0053174177601253	0.291269888914983	18
