	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000235852	46.5380338876142	5.36940774643513	1.05950781785659	5.06783211595134	4.02372046622102e-07	0.00040009193835791
ENSG00000244734	40311.760540605	7.9943590035587	1.58075011572761	5.05731989137254	4.25189677868864e-07	0.000403562984708171
ENSG00000077984	42.888415566563	7.15494213550819	1.42738469525919	5.01262354799802	5.36928783371235e-07	0.0004718942633998
ENSG00000117091	36.4581767023093	6.91577151776788	1.38273416856943	5.00151921820439	5.68802956344758e-07	0.0004718942633998
ENSG00000128340	130.521303465664	3.80016905992091	0.762093700646051	4.98648533205219	6.14875722235266e-07	0.0004718942633998
ENSG00000128709	70.5413052156392	-3.91085587991011	0.785165018054438	-4.98093494995591	6.32778093730875e-07	0.0004718942633998
ENSG00000271503	58.9692680180164	6.13912044567757	1.23175588068687	4.98403989129256	6.22702327582832e-07	0.0004718942633998
ENSG00000284292	198.886024430698	3.6705107057474	0.733490408922689	5.0041700083556	5.61032282427663e-07	0.0004718942633998
ENSG00000173535	102.647725029914	3.46385432514641	0.699755634613037	4.9500913659122	7.41786498037007e-07	0.000534111857431405
ENSG00000124491	25.6704935295002	8.16052610989948	1.65626949109914	4.92705212150227	8.34794920082741e-07	0.000581045090874924
ENSG00000261371	102.322128200861	4.42827693711831	0.903854954258201	4.89932252542956	9.61676711898593e-07	0.000647766820037243
ENSG00000008516	213.077577434465	2.9959544120154	0.618489971311639	4.84398220016704	1.27262338391628e-06	0.000805262087259268
ENSG00000125810	81.971487392245	5.07181693287379	1.0467102511495	4.84548319585473	1.26303902455232e-06	0.000805262087259268
ENSG00000140678	299.302155611086	2.41373110862647	0.500721100484034	4.82051007295915	1.43191625978359e-06	0.000879407159427681
ENSG00000171051	256.456391078071	3.42940916721417	0.714993404522917	4.79642070195383	1.61525858237482e-06	0.000963663270244818
ENSG00000124107	19.1240332187126	7.73497696377412	1.62460258231369	4.76115023328246	1.92492681771089e-06	0.0011165110244617
ENSG00000196549	17.7186723290535	7.62606079819011	1.61199057640282	4.73083460277277	2.23598646729742e-06	0.00126188198442264
ENSG00000112303	82.7284128180263	3.67415195911177	0.78059551893509	4.70685761061522	2.51564490734999e-06	0.00138234687658882
ENSG00000035403	8078.3662725031	1.6655071211445	0.357218024461973	4.6624386427673	3.12484267359763e-06	0.00167307281711262
ENSG00000130600	13632.7049267292	-2.81204856993651	0.605083241840385	-4.64737473373672	3.36186118097925e-06	0.00175497558300069
ENSG00000124102	16.5539963103953	7.52170434240027	1.62054635846143	4.64146200022411	3.45952649142023e-06	0.00176191152847185
ENSG00000211772	18.4666805669112	7.68599923404579	1.66716327410568	4.61022585695382	4.02231738326465e-06	0.00199976212571308
ENSG00000145911	323.43292114738	-3.35875776419053	0.733286397189794	-4.58041738816163	4.64048891531176e-06	0.00220222838728693
ENSG00000162722	63.2849549877094	3.67206923554174	0.801093855592287	4.58381899936905	4.56559486301122e-06	0.00220222838728693
ENSG00000172243	36.3365267090178	4.41652771234701	0.967607690191369	4.56437847395935	5.00976296631004e-06	0.00232464134443378
ENSG00000158517	109.057922388976	3.38207243935397	0.742822214912852	4.55300389710445	5.28852930769943e-06	0.00240064740161026
ENSG00000043462	81.8360604538094	4.59805578158838	1.01546655318003	4.52802287499194	5.9538137742955e-06	0.00249550541119982
ENSG00000142405	15.9089236565796	7.46966494390256	1.64836852116425	4.53155034690102	5.85523781650663e-06	0.00249550541119982
ENSG00000164128	138.42337188563	-2.85613202098253	0.629910826505966	-4.534184682656	5.78264166078432e-06	0.00249550541119982
ENSG00000235568	120.487896520898	3.66069066485241	0.808589831809323	4.52725290480236	5.97554094918782e-06	0.00249550541119982
ENSG00000184205	3016.65478508271	-1.9876555065373	0.440585675920179	-4.51139384499056	6.4403012558618e-06	0.00263686138281667
ENSG00000163220	1183.50189873114	-3.6787275275992	0.816430992886848	-4.5058646225463	6.6103223037931e-06	0.00265442576972123
ENSG00000196421	95.4117811418095	-3.51437278626463	0.781833599470324	-4.49503933911966	6.95570865763282e-06	0.00274041797132134
ENSG00000101336	124.750967985689	3.62131826319413	0.80852681762282	4.47890927581265	7.5025409767915e-06	0.00290112144697006
ENSG00000100823	1061.56950660407	1.73099649996466	0.387508473691391	4.46699005953408	7.93278143674983e-06	0.00301171653055951
ENSG00000000938	125.45205845888	3.21100567788273	0.719453039339784	4.46312059620925	8.0774560682574e-06	0.00301188143145148
ENSG00000162747	238.578630645394	3.6553633510108	0.820772511146006	4.45356453995638	8.44563053408644e-06	0.00309391598565367
ENSG00000112195	16.0715417439366	7.48640158981432	1.68884951057792	4.43284114003294	9.29993897662672e-06	0.00323653376284904
ENSG00000213648	197.566603010535	-3.19474425520985	0.720468913148812	-4.4342569081117	9.23904011483921e-06	0.00323653376284904
ENSG00000233913	806.888556825606	-6.26361203562449	1.41262804961094	-4.43401363674576	9.24947718302403e-06	0.00323653376284904
ENSG00000163993	14.9519401705171	7.38198802592585	1.66960929601542	4.42138651452363	9.806956765081e-06	0.00335703383953535
ENSG00000164129	58.9749621282538	-3.19190123915913	0.722874291505888	-4.4155688985837	1.00744684506988e-05	0.00339298347933938
ENSG00000093134	12.7079154569441	7.14206844092966	1.62026594862679	4.40796058633629	1.04348527762282e-05	0.00345857398127653
ENSG00000113532	14.9010185540503	7.37440500280072	1.67537998051819	4.40163132456665	1.07440006819944e-05	0.00350539809751134
ENSG00000137462	59.7070107903378	3.02985875342698	0.692380808104376	4.37600048696069	1.20876743701777e-05	0.00388311890036433
ENSG00000182685	211.602635085647	-2.00096659220708	0.458480899197525	-4.36434014090741	1.27507050778727e-05	0.00403405261713728
ENSG00000127951	65.498606626208	3.97296903593622	0.912341254834577	4.35469624428699	1.3325156067125e-05	0.00415287438563639
ENSG00000101096	47.3939101436489	4.83111734302719	1.11226767500154	4.3434844431854	1.40240412840372e-05	0.00418337151502828
ENSG00000131370	4195.42455666889	-1.75567391934571	0.404156712833879	-4.34404245579696	1.39884462808155e-05	0.00418337151502828
ENSG00000171864	171.850311708522	-2.56867468877589	0.591220147729662	-4.34470086758685	1.39465577426315e-05	0.00418337151502828
ENSG00000168872	846.962008128771	-1.80396885592352	0.415806836488026	-4.33847810478573	1.4347277514316e-05	0.00421951410952722
ENSG00000198156	53.7386063758253	-3.89739416938073	0.907985881634983	-4.2923510686783	1.76791129102208e-05	0.00512718828719889
ENSG00000136167	368.352084706413	2.79219561746484	0.651460615989909	4.28605436603722	1.81874496372574e-05	0.00520235802569276
ENSG00000102879	310.106662126387	3.49173444414112	0.818506107159354	4.26598459510495	1.99022513241748e-05	0.00561593121486615
ENSG00000237575	209.890152990458	-2.21939239428426	0.522161785451278	-4.25039222731734	2.13396496277616e-05	0.00594124298503054
ENSG00000167851	45.1477017836687	4.89576622213012	1.15529464162251	4.23767759820512	2.25843758098567e-05	0.00620505725375813
ENSG00000110811	162.622379392213	-1.88046148224904	0.444752536684921	-4.22810737914066	2.35665320994944e-05	0.00639081502298106
ENSG00000277749	174.331584620662	-2.16017475632684	0.514242760128927	-4.20069065393406	2.66101974881599e-05	0.00712368633013163
ENSG00000066336	208.056981156325	2.89171609508792	0.689300961044181	4.19514299052685	2.72699498329258e-05	0.00720789648685219
ENSG00000126860	13.710250239348	7.25398665114147	1.73395425726599	4.18349366527073	2.87063092667754e-05	0.00749270554749421
ENSG00000204677	285.368087569492	-3.40357956017204	0.81499051135967	-4.17621986112913	2.96393358156509e-05	0.0076407280390939
ENSG00000160255	469.713306928566	2.84004969052498	0.680960568805006	4.17065219430971	3.03729126588897e-05	0.00764116613530452
ENSG00000221858	31.9083437184065	-5.25902510078422	1.26044295408666	-4.1723626473798	3.01457327139814e-05	0.00764116613530452
ENSG00000229299	24.8457310317098	-5.00854490351427	1.20203170212209	-4.16673278639164	3.08996340556959e-05	0.00768113403234507
ENSG00000143119	51.3655809793285	3.59547005146684	0.866421447380026	4.14979345483563	3.32775413900847e-05	0.00811195456583732
ENSG00000167508	12772.7578697621	-2.10707948146454	0.508511814893296	-4.14361951827349	3.41866769691913e-05	0.00811195456583732
ENSG00000180871	174.829650448949	3.387473735631	0.817262567439838	4.14490259384156	3.39958188257006e-05	0.00811195456583732
ENSG00000277010	12.0478788032907	-7.02973314644673	1.69579440861233	-4.14539233691609	3.39232365141865e-05	0.00811195456583732
ENSG00000204950	68.6385502940634	-2.57782059027907	0.623588691847871	-4.13384755685716	3.56740145413024e-05	0.00836976514198804
ENSG00000159496	12.5378784183109	7.12889977587141	1.73079923438621	4.11884846852242	3.80770425519918e-05	0.00883429695031268
ENSG00000198851	14.8218669459494	7.36887829378348	1.80353639048317	4.08579407250515	4.39263253769906e-05	0.0100794021999664
ENSG00000186431	37.5603146667028	4.05922981736757	0.994666920803727	4.08099408200644	4.4843496985275e-05	0.0101780115277122
ENSG00000163563	505.811298502156	3.11889241149905	0.765850146512197	4.07245781136555	4.65196282961641e-05	0.0104449070801312
ENSG00000104894	60.9921796682569	3.9293279849211	0.965631335335581	4.06918027733178	4.7178832693823e-05	0.0104802255902098
ENSG00000111348	208.473717761552	2.88822098975815	0.71102976643148	4.06202542581806	4.86487768869635e-05	0.0106930011597546
ENSG00000260428	142.031160766769	-2.62318833046301	0.64691904331047	-4.05489428327755	5.01569815486738e-05	0.0109096659553944
ENSG00000238061	47.7079480130189	-4.08950658233061	1.01070157263952	-4.04620581686697	5.2054469686437e-05	0.011205663727036
ENSG00000196557	2927.46962927841	-2.57523714714767	0.637017062496937	-4.04265018750586	5.28504388499236e-05	0.0112609185063802
ENSG00000100055	131.035195263999	3.11653123896739	0.771906103047188	4.03744863094685	5.40356719971472e-05	0.0112831886697243
ENSG00000261578	301.837974398438	-1.81018780952562	0.448211288833964	-4.03869303299987	5.3749850549557e-05	0.0112831886697243
ENSG00000018280	184.803018953966	2.62951301648229	0.65304765955084	4.02652544270788	5.6607116830566e-05	0.0115883647699907
ENSG00000163823	48.7081430825294	3.54208837400628	0.879292575179029	4.02833877368417	5.61723620845251e-05	0.0115883647699907
ENSG00000115956	104.009073362591	3.80522624648426	0.946792301016901	4.01907180951647	5.84278627616982e-05	0.0118449728381264
ENSG00000162494	58.1243424434827	-2.58089507954441	0.642977205423136	-4.01397601310912	5.97044165574555e-05	0.0118951660496331
ENSG00000224420	181.52909547126	-2.13627763813822	0.532267641575974	-4.0135403155694	5.98147806719732e-05	0.0118951660496331
ENSG00000259764	23.7747146218542	-6.24851127358112	1.56342184131154	-3.99668925460278	6.42345312981364e-05	0.0126535966795885
ENSG00000122180	13.3778046091086	-7.16111279255938	1.79631344833155	-3.98656080831035	6.70379523868148e-05	0.0130824250821409
ENSG00000138944	11.7322783661014	7.03323148614139	1.76527895132798	3.98420401537696	6.77066874308229e-05	0.0130905864837316
ENSG00000074370	861.703289812811	-2.24449686334516	0.565286768199442	-3.97054555247129	7.17082436983134e-05	0.0133691056845043
ENSG00000100985	39.1340633652223	4.13072033597429	1.03892991288666	3.97593743787501	7.01025546646011e-05	0.0133691056845043
ENSG00000242142	18.4872000432098	-7.6333625663693	1.92068668934277	-3.97428826300729	7.05900276520179e-05	0.0133691056845043
ENSG00000260534	226.814808377337	-3.231125846783	0.813643238265219	-3.97118257096578	7.15167447787573e-05	0.0133691056845043
ENSG00000108244	13.0006537754954	7.18035549743212	1.8146096553886	3.95696974063242	7.59065417742164e-05	0.0138930379693867
ENSG00000160282	152.548042331612	-2.98122426323763	0.753144385136066	-3.95837016390826	7.54629435693226e-05	0.0138930379693867
ENSG00000240370	748.235050735185	-2.64595149276438	0.669003636651008	-3.95506294406687	7.65145044049363e-05	0.0138930379693867
ENSG00000087589	15.6989765653874	5.69336622266855	1.44194191057752	3.94840192999748	7.86746336507967e-05	0.0140410685919853
ENSG00000206172	59889.480626916	6.75885197412242	1.71156565814821	3.94892941555921	7.85014928239015e-05	0.0140410685919853
ENSG00000260017	14.6072523369592	-7.28924640468175	1.85043812073515	-3.93920030235101	8.17536557116624e-05	0.0144669329230104
ENSG00000085265	252.721501744512	3.31673614767459	0.844483890597477	3.92753039412982	8.58225778837508e-05	0.0150593382251311
ENSG00000111913	108.966254020934	3.62596957585978	0.923698970823368	3.92548837921477	8.65539488086743e-05	0.0150611083756161
ENSG00000126262	35.3099844356801	4.67087418725344	1.19173045286221	3.91940490908433	8.87678751170306e-05	0.01531869421751
ENSG00000177380	361.806794847363	-1.56298567204272	0.400041765759972	-3.90705622717533	9.34274185017213e-05	0.0159006431975388
ENSG00000185862	76.4357710628552	3.29635256806152	0.843823657577536	3.90644720429474	9.36630962739943e-05	0.0159006431975388
ENSG00000197530	4176.57495879316	-1.60101907997531	0.411676854372651	-3.88901893067339	0.000100650267677768	0.0169490180595119
ENSG00000268500	13.276290529327	7.20985490407638	1.85502421347211	3.88666350105557	0.000101631482037579	0.0169773358114135
ENSG00000171303	10969.0179571216	-1.37719479354899	0.354884894817723	-3.88068022522163	0.000104164723210873	0.0170807903903417
ENSG00000258674	684.53630944522	1.86909354603483	0.481443059126208	3.88227332517188	0.000103484465653745	0.0170807903903417
ENSG00000278952	105.770579947301	-2.30363359270471	0.593808401262942	-3.87942236553951	0.000104704811549435	0.0170807903903417
ENSG00000204305	400.685928314634	-1.65526084455535	0.427308928288878	-3.87368654145304	0.000107201280652256	0.0171771876037371
ENSG00000239247	13.7562951284206	-7.20204418666144	1.85983418070974	-3.87241199315578	0.000107763592552538	0.0171771876037371
ENSG00000254087	99.6947236287623	2.36287050531833	0.609952814319294	3.87385786219428	0.000107125907895984	0.0171771876037371
ENSG00000272949	97.2173559163206	3.66471150075586	0.947062125225093	3.8695576595726	0.000109032993768207	0.0172478632035903
ENSG00000117115	37.5706380073276	4.50160391708776	1.1653993079775	3.86271373792052	0.000112134380776083	0.0173483224239161
ENSG00000143632	69.2907997054088	-2.9630714418328	0.767107086656976	-3.86265684853174	0.00011216050606909	0.0173483224239161
ENSG00000210077	575.002461921286	-2.3411623671237	0.606009402636025	-3.8632442944616	0.000111891009738372	0.0173483224239161
ENSG00000261052	153.73071090699	-2.45293348260658	0.63623476190497	-3.85539054053283	0.000115545021934568	0.0177404088457037
ENSG00000011426	72.329553400777	2.75344404108412	0.714581764932936	3.85322460802304	0.000116572363216489	0.0177675001191497
ENSG00000167995	1520.15582741757	-1.62126834884612	0.421004943034883	-3.85094848806037	0.000117661247685569	0.0178035109632055
ENSG00000100060	11.3404474323749	6.98267199785231	1.81705091881737	3.84285983707984	0.000121608926207212	0.0178825069586816
ENSG00000135502	110.274423874035	-3.57725829611082	0.930229478261354	-3.84556540048257	0.000120274778092247	0.0178825069586816
ENSG00000212864	837.387273018496	-1.59655086747258	0.415237286101028	-3.84491210426641	0.00012059565715162	0.0178825069586816
ENSG00000266094	52.434483692269	2.74342896153302	0.713803405849869	3.84339572920171	0.000121343567801137	0.0178825069586816
ENSG00000091592	45.0381903823599	2.91759193570675	0.76065196701884	3.83564634315142	0.000125234508831229	0.0182868655867475
ENSG00000197405	336.009507629934	2.65711896582087	0.693398927347737	3.83202058876034	0.000127095100022152	0.0184296721080733
ENSG00000129173	9.17400254685462	6.67110407927137	1.74244738526972	3.8285827943314	0.000128883274484038	0.0185600803758703
ENSG00000188536	72448.0914714488	6.57687894423852	1.71985436277154	3.82409062453399	0.000131255633735831	0.0187722526577938
ENSG00000155629	42.6806545981561	3.28554139403692	0.860904293022644	3.81638402859085	0.000135421680339616	0.0192363272596703
ENSG00000260630	494.943849854012	-1.78693211540845	0.469243453724387	-3.8081130407373	0.000140031261544571	0.0197567079210283
ENSG00000211445	935.231423152356	-2.86619549959044	0.754026410552093	-3.80118714607335	0.000144004481863522	0.0201809233945785
ENSG00000134830	20.8352261115721	4.60195576209507	1.2156251873735	3.78566996628142	0.000153295014979892	0.0212070977513255
ENSG00000260314	48.7451376975254	4.14775252500985	1.09567520813862	3.78556756071558	0.000153358161029173	0.0212070977513255
ENSG00000184368	118.338012039379	-2.85651937979671	0.75491568089366	-3.78389196580894	0.000154394862556862	0.021209994243749
ENSG00000210174	261.641460197968	-3.01790070342848	0.798798711729053	-3.77804903677928	0.000158061760621858	0.021571814532974
ENSG00000259803	42.2562784671487	-2.56027433289888	0.6793203790574	-3.76887608826254	0.000163984264191683	0.0222347754583541
ENSG00000168386	800.934597602208	1.7321630703412	0.459856763323088	3.76674479641003	0.000165389910156676	0.0222806884773003
ENSG00000040608	9.23375509757574	-6.6438006579233	1.7697140618169	-3.75416616800928	0.00017391946399994	0.0232795662037356
ENSG00000119946	55.2696292512282	-2.45867286408229	0.656924682909061	-3.74270129902038	0.000182052588467944	0.0241806151629114
ENSG00000210049	278.826939571752	-2.3606777455314	0.630953928708402	-3.74144234328462	0.000182967156541354	0.0241806151629114
ENSG00000160460	82.0213299605869	-3.49324345954511	0.934981808216914	-3.73616195400316	0.000186850350785256	0.0243998947260687
ENSG00000173868	57.7429623019571	3.80740530844043	1.01911010931664	3.73600975364033	0.000186963419193094	0.0243998947260687
ENSG00000188906	34.2082914136921	3.4325966161797	0.919966228784342	3.73122024350349	0.000190554538554986	0.0247140951525879
ENSG00000276203	11.7489057740067	-6.97314767201639	1.87019471871461	-3.72856772732683	0.000192571156514072	0.0248214711059897
ENSG00000102445	31.7090213640913	3.36292498188143	0.902313807669806	3.72700157450329	0.000193771248518053	0.0248229290816287
ENSG00000203747	122.271799447966	3.3360211202481	0.89569393767376	3.72451010320803	0.000195694875371276	0.0249164920282172
ENSG00000100453	9.76234589295083	6.76735802765169	1.81898062683062	3.72041237153971	0.00019889774657448	0.0250672650114138
ENSG00000225746	212.973380886698	-2.55325092619783	0.686371162282724	-3.71992744815539	0.00019928001493677	0.0250672650114138
ENSG00000127084	101.11073325364	2.93995036260678	0.792947401427292	3.70762342787796	0.00020921345326049	0.0252519428759092
ENSG00000170006	29.4301247199351	3.88861250891897	1.04707460520729	3.71378743174576	0.000204180317038658	0.0252519428759092
ENSG00000224003	11.627781010827	-6.9577546673478	1.8737131344157	-3.7133510672206	0.000204532849851285	0.0252519428759092
ENSG00000259075	22.1550413918852	-6.01552305766574	1.62184403329246	-3.70906383979093	0.000208026976869366	0.0252519428759092
ENSG00000259771	26.1684862978725	-5.06059586924366	1.36258240288903	-3.71397418498426	0.00020402961618341	0.0252519428759092
ENSG00000260644	11.347636539175	6.98032119872847	1.88239891551101	3.70820506812369	0.00020873358951843	0.0252519428759092
ENSG00000273036	119.824526100671	-2.45183314720476	0.66058357977924	-3.71161685251718	0.000205939557034827	0.0252519428759092
ENSG00000114268	2497.64825477218	-1.73797717059761	0.469420021269099	-3.70239250958854	0.00021357585714947	0.0256303303053912
ENSG00000223884	43.9617018238608	-3.24883728620514	0.879334064889119	-3.69465646325758	0.000220184277201625	0.026225336411498
ENSG00000254521	12.2291976327624	7.09016571931505	1.91954813269138	3.69366394025973	0.000221045889010279	0.026225336411498
ENSG00000166974	670.046852560254	1.64766297208793	0.446528974938089	3.68993517680769	0.000224311202969312	0.0264623854757187
ENSG00000103313	37.0412876864796	4.23786292277538	1.15136604082309	3.68072600069551	0.000232570818181039	0.0269795069691015
ENSG00000165178	80.9123282875721	3.0221333929345	0.821040471633335	3.68085800560163	0.000232450433999739	0.0269795069691015
ENSG00000166523	14.014167234593	5.51891976108118	1.49926385822943	3.68108637501528	0.000232242306603571	0.0269795069691015
ENSG00000177728	4612.74742091667	-1.40584542870058	0.38253246339773	-3.67510097368882	0.000237755364718264	0.0274285622689618
ENSG00000204397	53.360009532286	2.5573295131479	0.696308021493562	3.67269862504599	0.000240002472420755	0.0275356682781198
ENSG00000159339	19.941233347014	4.80475597327364	1.3095363404081	3.6690512702964	0.000243452256279306	0.027556714384337
ENSG00000160888	7758.34609281969	-2.47310532993623	0.674431914711665	-3.66694587843391	0.000245464722737737	0.027556714384337
ENSG00000168334	31.1100324974206	4.81355521300853	1.3120230301787	3.66880390228585	0.00024368790124518	0.027556714384337
ENSG00000204588	26.5023817517265	3.71485272489205	1.01269186425878	3.66829521989994	0.000244173149169798	0.027556714384337
ENSG00000131142	8.5349873138811	-6.52448198897303	1.78130895842108	-3.66274584660271	0.00024952608142398	0.0277191203356297
ENSG00000260196	211.850154755748	-1.62801901180168	0.444485487009266	-3.66270454127953	0.000249566334136218	0.0277191203356297
ENSG00000135144	122.226472163381	-2.99640611985181	0.822008464570185	-3.64522538270769	0.000267157562936404	0.0293606161667108
ENSG00000273188	35.7382218168799	-3.58221192740971	0.982357740088234	-3.64654522606801	0.000265789715820846	0.0293606161667108
ENSG00000196968	1396.50934513174	-1.40443915528914	0.386141134921546	-3.63711355324651	0.000275710403102036	0.0301419315558828
ENSG00000250461	504.101256371843	-2.89779348687583	0.798232813047767	-3.63026104603698	0.000283134720211081	0.0307923754829562
ENSG00000178726	127.578048371906	2.93360301482006	0.810385709210439	3.62000832625526	0.000294593536020219	0.0318725783711824
ENSG00000105501	13.9531463741267	4.57376076491216	1.26781829264098	3.60758382448058	0.000309061704034885	0.0330949612407817
ENSG00000215478	92.9324347205689	-2.41071647806199	0.668161430544788	-3.60798508841853	0.00030858422078763	0.0330949612407817
ENSG00000132465	9.886302621839	6.78361808256069	1.88309248710064	3.60238178901413	0.000315314801395101	0.0334638531436377
ENSG00000157510	20.7808515733679	-3.96622087984112	1.10109955381201	-3.60205475164352	0.000315711846621169	0.0334638531436377
ENSG00000090382	232.820586915443	3.19165584423877	0.887734895992916	3.59528036877379	0.000324042408832931	0.033805444147754
ENSG00000116176	31.3982091083264	-3.90717411866429	1.08708252339029	-3.59418354595471	0.000325410386173964	0.033805444147754
ENSG00000244482	77.9794645449466	2.5233876342539	0.701929348065471	3.59493108702235	0.000324477454190875	0.033805444147754
ENSG00000269976	148.03973613864	-2.68410710684198	0.746376228993028	-3.5961851444053	0.000322918009442612	0.033805444147754
ENSG00000183055	75.0728719959321	-3.8469242867543	1.0739527030907	-3.58202393427879	0.000340942547462792	0.0352436699681711
ENSG00000131042	162.731459163497	2.81110459925759	0.785757252699046	3.57757384943194	0.000346798254718333	0.0353317399023629
ENSG00000159388	3204.22039680577	1.50378165180078	0.420342015401765	3.57751925027874	0.000346870680522216	0.0353317399023629
ENSG00000184730	123.452105766049	2.60567072260528	0.728327662396541	3.57760779541367	0.00034675323248827	0.0353317399023629
ENSG00000122861	20.2994231686175	4.57124124222029	1.27982196656818	3.57177901429369	0.000354564537452372	0.0357708118606426
ENSG00000162511	411.237719619568	2.45065980192575	0.686123506396733	3.57174732985859	0.000354607444813611	0.0357708118606426
ENSG00000081985	96.4916343212517	2.11293343558031	0.592524380275155	3.56598564703635	0.000362491211087279	0.0363902835515071
ENSG00000267281	152.111761282694	-2.07145782823393	0.582187634854866	-3.55805878417588	0.000373605713152257	0.0373266071594846
ENSG00000228252	59.5482625138277	-3.08099474799111	0.868466259233452	-3.54762745844672	0.000388717618503439	0.0386514885331919
ENSG00000101210	1444.33505672794	-1.6843544561818	0.475594153119603	-3.54157940154116	0.000397739129726535	0.0389915059522055
ENSG00000107317	123.253943716765	-1.75603370190045	0.495555882073936	-3.54356343133558	0.000394758335671326	0.0389915059522055
ENSG00000163492	39.2422422141936	2.71483428074034	0.766432493101029	3.54217012610722	0.000396849437549505	0.0389915059522055
ENSG00000127954	27.7654919677221	4.31035792117028	1.22021085696707	3.53246973386553	0.000411697349442784	0.0401712726809101
ENSG00000210191	312.589629677119	-2.53399057818211	0.718053104396956	-3.52897378016385	0.000417174461235991	0.0405163717445058
ENSG00000142347	301.76640149587	2.33008307844675	0.660511998228061	3.52769228219564	0.000419199173101203	0.0405245274700288
ENSG00000182902	247.712369156632	-1.95348932018933	0.554174221058397	-3.52504545674902	0.000423410128425164	0.0407429810674923
ENSG00000162711	25.609940440806	3.66837195678193	1.04298428011747	3.51718815586442	0.000436144498122761	0.0415850834032026
ENSG00000179403	537.208852008579	-1.84221293075564	0.523599645269227	-3.51836168607105	0.000434220104612751	0.0415850834032026
ENSG00000145860	6148.13013619804	-2.05194997157896	0.58421334157303	-3.51232987260093	0.000444196290848305	0.0421602852236521
ENSG00000077420	68.1036963113525	3.03752677768127	0.866262901729246	3.50647219408533	0.000454088877616407	0.0425577547991652
ENSG00000218713	184.042895154425	-3.09618262244852	0.883051187514059	-3.50623232970764	0.00045449831522503	0.0425577547991652
ENSG00000239617	79.3283749874407	-2.52670374370616	0.720174148045691	-3.50846215538669	0.000450705352864057	0.0425577547991652
ENSG00000147168	42.8308816637709	3.87984451714437	1.10771373341197	3.50256966228423	0.000460793271665101	0.0429545727930312
ENSG00000100664	2202.08809891455	-1.39504897790216	0.398671191721017	-3.49924701576729	0.000466574123881788	0.0431446959149086
ENSG00000173809	30.0705075826386	-2.71814408242103	0.776829307778358	-3.49902360171581	0.000466965244804815	0.0431446959149086
ENSG00000220201	152.322589620213	-2.18245832307001	0.624380315801673	-3.49539898654211	0.000473353586887889	0.0435422742194098
ENSG00000010327	299.038540205712	3.08491952022485	0.884737660298991	3.486818362838	0.000488803215459403	0.0445707421048376
ENSG00000136160	47.1758765473472	2.94510481437344	0.844385469439417	3.48786771085566	0.000486888914070957	0.0445707421048376
ENSG00000210100	178.514083624186	-2.44036208288216	0.701623212002098	-3.47816611699395	0.000504856949254999	0.0458344259017114
